PK,ID,InputID,ParticleID,SigmaV,Temperature,ScaleFactorID
810,a580a5b6-3a01-4cdc-b4f7-36779d7befe3,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.72760292815061e-12,3095.86449667577,aa370910-3aae-4f8d-b7dd-2d3baffe5092
815,c1da61b7-a490-47a0-a13e-38ed59765862,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,4.05580116650185e-12,2823.97020980272,ae00e842-8824-4dbf-8d9b-b5038a2ac253
820,f2c1cef3-ec79-4094-80ca-45831322b5ea,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,5.45977430858578e-12,2577.64660980706,4e620a2b-115c-4e21-acfe-66431dec4f94
825,7230db19-87d3-4c2b-b7d1-f0f43c4c11af,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,7.71358794579679e-12,2348.1452310654,624f3b62-4d66-471a-9102-38c41419fd4f
830,a62d3e71-5dc0-4e2f-a52a-d6b29108da26,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.16181850213132e-11,2122.51538850278,db279772-6822-4544-83af-3a883b4fd165
835,5d42193b-94e5-4316-b661-a6c0053ebed5,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.8567310587143e-11,1931.37802441824,d2ab5890-9c5d-4997-9d17-7c85bf6267cb
840,4f57a7f6-3faf-4a9e-9f4f-f25d2e37c2c6,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.41084574317436e-11,1762.84219771917,a84a0e6a-1ce7-4015-b836-6b172691c651
845,0bbf5ddc-66ac-49e4-8131-fb5d067d8e80,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.52341765194347e-11,1609.7602587088,22848d08-d14f-4f89-b77d-90ca100f58f6
850,ae394644-06d5-44b6-9e8e-02aa19b5ff5b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,5.38177744579719e-11,1468.19454386698,1a3260c3-7069-4107-b4c9-2de5472072fa
855,0fd00ca7-4906-4630-9f01-7bd18c5d6db9,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,7.07744116453995e-11,1339.02265408057,33e84f75-11b8-4aa3-a2ec-5454e41827b2
860,e98c04aa-6e21-4ef7-8bec-25b40e637f73,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,8.49150680692075e-11,1210.17891289824,4269f165-b0b5-40e1-a313-16fb5950ad95
865,61ad4fc7-be01-4f07-b722-4ac08bb3655e,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.43336986004589e-10,1104.76670733705,f02c4d0a-8594-4c31-99db-422a2a8b08dd
870,e58c3b19-41f5-4ee6-87f1-cc5eb9c46c9c,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.40201106078235e-10,1007.07169855981,52364780-df13-4063-b3b6-47351e1fea35
875,4d5a3eea-0449-4f82-b3f0-b3bb1251aee0,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.73200467907853e-10,921.202160212683,e0a7a885-d20b-4c45-9794-2a51fa379367
880,5efbb856-57cb-4487-85ec-d47481d107fe,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.939120664864e-10,841.377249247065,a52f3624-0e52-4771-927a-8957f8acce5a
885,4eff8bc0-73ab-4cd8-afd3-48f47a65b4b9,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,5.83829013811543e-10,769.59701789656,b37290f7-a09c-4c23-beda-9ec907a8c8ef
890,be07dece-8e4c-42ee-afe9-1a654fd69683,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,7.75926959078576e-10,700.751720142622,8be0fdf7-9bd2-46b6-ac5d-0072e7305572
895,e7919794-d7dc-4fb4-99d2-a9bb6c5bde95,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.03333755133769e-09,643.789051835749,32904a6b-e6e5-43c5-8354-a6a8ad346568
900,6c8b14d5-7da0-4019-a2fd-e84c14a0726c,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.43421859497609e-09,589.033018436501,592083d7-2404-43fc-941a-02030359e8b7
905,fd220169-0722-427b-a5af-f3f11dde44ad,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.86029027942468e-09,544.14250430312,eb6864c7-b916-4454-8f73-0df509ef0986
910,4d221dca-1eee-46ee-86c7-474fa14c1e23,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.42433772433886e-09,503.6220537728,c3d1cac2-2439-4f9d-a523-6b659602d09c
915,65e3b526-a7e3-4da0-85b7-2a319fa6880c,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.01517830397556e-09,467.421340380182,832a5722-f89f-41ff-8a74-cbab1816620f
920,e47921f6-7a9a-402a-ab56-84726b88ea1f,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.67937149544625e-09,436.189121969735,ead583c7-3efb-4744-9812-29fc50a0c105
925,41c7fd59-93b4-4775-872a-e3f6ef716c5b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,4.88634711527097e-09,408.614296414727,225a7255-57a5-47dc-9155-9d24a1729d78
930,af3de81d-9b7c-470b-99bd-cc0b8119ca99,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,5.80366261999456e-09,383.562748049236,22b58926-0bc5-4f12-b70f-605e1ebe0c0f
935,f5cf1b7e-bd8d-4642-a5bb-a36b2a498701,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,6.85310498634011e-09,361.571522732722,855e8dce-52ba-47fe-9714-ce1705aa97b7
940,7f36e43e-60b7-49dd-ae07-3fed3db13d04,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,7.78746202375701e-09,341.991928088132,95e8ccd6-9917-4c55-964f-1b499d797fda
945,23321e72-c4c7-4964-a80c-1704f0737e4c,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.00993202456123e-08,324.601469512653,f7ea7db4-d4e0-4d6c-a10c-6c296e806863
950,0835f447-e0ee-4b72-816c-016c3565bb98,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.14674314779718e-08,308.866368165631,a1ff22a3-091c-4fc6-80d4-411cbc48eee2
955,0b1b5345-6a3a-4fa9-8f65-df36fe36c690,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.27027027783669e-08,294.659102964495,93e0ab81-d382-4bcc-acc2-786430632c74
960,e1c8b82e-3a9f-44ef-91b0-868e02741edb,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.38388446532387e-08,281.591958186457,622e2182-64c0-4ea5-9018-a16644133ed1
965,a40529d7-cbe0-43f7-ae5d-5da22a5c8c38,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.71462601859726e-08,269.590450024639,b53fca9d-eff3-4b45-96ab-57194f1ccb3f
970,0c0632bf-5126-426b-9865-b7b6e4202290,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.96478364245087e-08,257.945679706873,01535255-95f9-46da-854a-acdd91a19f3f
975,7677bdfa-be14-47cb-a155-2e666fa68356,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.25023824669817e-08,247.556104979036,8aa90aff-5215-45fe-8f31-f4266c173a59
980,70f82e83-b65f-41de-a4b2-ed8a941c7a92,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.50349453142797e-08,237.746967565941,04a73206-4b37-4b1d-90a1-dc8fd669c853
985,47065f44-7e2a-4d19-9173-e42b0d8fe58e,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.80878207932933e-08,228.528988648998,4d18bc59-3942-41f2-b077-3f2c6bf93825
990,ef059252-6539-405b-830c-ca2d84007c73,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.16878558426144e-08,219.329673933683,0374e21e-b50e-4207-9e3a-6407cb854247
995,c99c1b58-6419-4895-9d57-d3579bed784b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.49469986155021e-08,211.00145499715,2d61b035-89b4-4232-bb02-e51d1fd8043f
1000,42df482d-50b6-4835-8755-490900ab1efb,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.34426567498498e-08,203.012997736431,f76ccbbb-5840-40d9-a149-dfdc329d9fb8
1005,e08a57fa-edb7-4dd1-9992-27d39b5c6e6b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.43102415367793e-08,195.378280076433,e80190bb-13e2-4a38-8b14-ec0dd420c74e
1010,4054d120-97e6-4b98-8c58-dbf8c51083dc,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,4.53546095648331e-08,188.151228805837,985e5f9d-aee8-434d-a259-c6ac6d0c80d5
1015,8a0cd464-2306-4b4f-9073-816ce0943d06,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,4.95325881726556e-08,180.889502759707,2453d042-84d1-49ef-87d3-07ef7e336f2b
1020,ffe2e1ed-d629-4533-ad21-fde28ca6535f,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,5.58919563860968e-08,174.256611457626,edeb2010-fb9b-4765-9e65-3dd3f7f58ef1
1025,4df65224-b1b1-46dc-9fba-755e71b68f3d,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,6.11442368388325e-08,167.735095102075,69c6c1e0-41cd-4b93-aef1-e0e3f36f06b0
1030,eaad39d9-38c9-4689-ad5b-9def877ed16b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,6.53172485993847e-08,161.590164419141,df8180ad-5c66-4bfd-959d-777c79d88af8
1035,4b226417-1bd7-4ae6-9b59-8e7591f45143,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,7.25282392126747e-08,155.695114764193,5478dd9c-1586-4253-ad9c-858864d559d2
1040,813ee758-a93c-4b5a-b2f2-98aaa67f1bd8,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,7.84430453976335e-08,150.023966482485,ed44cd18-64e6-4ec5-bec3-e2951769a784
1045,5a8fe04d-32c5-40ad-b0fa-632e8b088b49,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,8.53688360732981e-08,144.574298074831,04ca5b7c-5237-4d06-9335-9e276ebeaa46
1050,9830c0f6-16d6-4b56-991d-f5e3a22e434f,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,9.25169951391129e-08,139.306104684125,1cc5b45e-eea5-4faa-9709-15c9d5363d4e
1055,267267d7-9078-4ac7-87bf-ee09ba430e61,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,9.95388155676162e-08,134.212849751792,7535ee68-65cb-460c-81bf-3d06e3a8ffb8
1060,080e3604-9111-4200-b012-4e59aa444ff1,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.08013510278201e-07,129.309920602908,8c569288-7274-468d-bcbe-a7840c561940
1065,46d3addf-a784-4676-ae65-9fbfb96014b7,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.15426530953103e-07,124.611200803848,efd612ef-2862-49b1-9f38-13d0d9da76ab
1070,c311a2d6-159f-4d25-b528-57e85fccb04b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.23842050335923e-07,120.094214950155,bb4b4931-c98e-4a39-a28c-7cca26ca4b62
1075,2456aa26-fa9c-4002-af31-9842acd94e55,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.32605289390838e-07,115.724283827454,83039a80-b21b-4d58-bbd5-57c4a4730dc8
1080,f2a11c38-838b-4783-930a-99d8e75b75b1,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.42688858225793e-07,111.530375068077,b8bce926-433d-4444-983c-90f809a3c727
1085,a76a9dd8-70da-4538-947d-804aa48cd7e9,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.51928823499316e-07,107.501362316835,5b9d16f1-3a51-4a7a-bb94-e817c5e268d0
1090,c721320a-4874-4ee0-ab76-1647962cc68b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.60626365732419e-07,103.636152628605,450b3532-8012-4829-9bba-8e50f1747027
1095,1e59be99-9886-4e64-9d46-4c9436316c62,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.70638470938552e-07,99.8596596106675,504bddbe-37ba-4bcf-a4b0-b47c278c6cf6
1100,959ffbdd-1908-46e0-84a2-a15bb0200046,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.81494072798952e-07,96.1469287372938,54611a68-f386-47d5-a350-2b3086e35d69
1105,43ba4be7-54b4-4fba-91a5-7eadcc66a49b,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,1.92189188102752e-07,92.5779061124929,2a1e123d-b4af-4012-9cc3-5c6e7f50d109
1110,b4df4ff7-2665-495d-bae2-8dd97cc74e04,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.03556235956112e-07,89.258395892613,7494d613-3cab-471f-a4d6-875d1646fcbd
1115,83fffad8-a2bd-43b1-81b5-5cbd6a3a0dc2,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.12070889351016e-07,86.0354958176665,07376e48-2dc0-4ae5-82b4-e6f0e767eb42
1120,0f2c2616-e8da-4572-947e-e513aad36e9a,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.24147655011354e-07,82.9555022189409,69414c0c-5c85-4265-90b2-4d6c54458697
1125,931a88a5-4a21-4daa-9ba3-3180f925e418,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.34801568497665e-07,79.9753828668734,df7ad5c4-33fd-41b8-b0b9-ac2bfa60005f
1130,efdb3475-84b0-43f1-854b-61f6113c8662,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.45688402425412e-07,77.0910714380722,c8032a5b-562f-46d2-8b2a-9b48f991250e
1135,0036579e-f712-4b4e-894a-3fcddc3bedf1,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.56149378216195e-07,74.286580073767,54479ebe-badc-46ee-b4a8-b251fd6022e6
1140,82eb18bd-e884-4b9e-a29e-af4eaf80c751,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.66934409468333e-07,71.5876391347581,ee3aab4c-c2e2-4bab-9dd5-de83b034790c
1145,ae71b5d1-8f05-46e2-aa0f-cdc3165d1665,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.77435027232662e-07,68.9985643302061,088916a7-d111-4164-9d7e-bf823eaa3030
1150,fc1b546e-6c22-4750-9411-b343c8fbf236,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.87409409515482e-07,66.539811863454,19a79926-7101-4bc2-8436-11769cf91adf
1155,1c63f0e5-1250-435e-a6c4-c09154cb62e2,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,2.97715222425966e-07,64.1720392389012,a2321933-deb1-4e85-983e-53f17fc5a2a9
1160,cb24b7da-5312-453a-bff6-1c9dbad486d2,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.07580752986198e-07,61.8958728895842,6ce6d58f-8009-44a5-afb7-3d3e70cb9dd1
1165,4d6c046d-6c2b-42cd-8c49-fa9901144e01,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.17147078363003e-07,59.6950188702796,b82e8994-d69a-43fa-bbd1-9448fd29e501
1170,4a49594a-e13b-4227-842e-9c833fb298a9,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.26628135821356e-07,57.572379156064,bc38212a-6daa-424e-b814-99e93e0de371
1175,47d0b092-56b1-4daa-8f2f-cae09fa572b3,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.34940891043758e-07,55.4691974800118,f0c59c5b-8153-42fd-9d8b-e92ad540eaa9
1180,4b6f71aa-63ca-419c-b9e8-9e42f1b2c6fd,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.43869296027144e-07,53.4522825183502,d180408a-6e66-46e6-99f4-2bbfd52e10ba
1185,26da25b0-77dc-476f-a1a2-33c17e2c7502,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.51556378540763e-07,51.5449196882664,ab86995e-e8c3-477b-9b88-640869fa7671
1190,0f241370-25d6-4bd0-880d-88b9b1826ffd,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.60283015606819e-07,49.713668753021,284ada0d-ca6d-4408-82ab-bfe0ea6cbd06
1195,b60333e3-48dd-4737-b7c9-2bbbf57a57a1,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.65986625431506e-07,47.907841931038,9cc1c920-e3ac-4756-9f16-f8d34c169ea5
1200,610deb20-8cfb-4bf2-9ccb-1ac5eb343602,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.72256315254927e-07,46.1902134152071,b5b9b840-e222-4572-8515-c48b1284a957
1205,70488316-cde3-4a22-a86d-c63a1afc80f6,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.7779544587057e-07,44.5236548471432,3d4e40a8-5a4f-4859-894c-ddebb11285d0
1210,4d9434d7-26e9-4508-a3ee-f1f6c5afde3a,269a7cfa-3098-4d1c-b68c-85ed95a79df7,6394aad6-3eba-45bd-9f0b-a445df44622c,3.8335638066316e-07,42.9122387552273,b8fbfc2e-5b3f-46d6-aef4-331cd957f17e
